,c6643,c6947
2017-06-30 02:25:00,4169014476.8,4217591398.4
2017-06-30 02:30:00,4165163417.6,4219244544.0
2017-06-30 02:35:00,4165606604.8,4218005094.4
2017-06-30 02:40:00,4165428838.4,4217810944.0
2017-06-30 02:45:00,4169810739.2,4218923417.6
2017-06-30 02:50:00,4164568678.4,4218016563.2
2017-06-30 02:55:00,4166420889.6,4214747955.2
2017-06-30 03:00:00,4159879577.6,4221697228.8
2017-06-30 03:05:00,4166909952.0,4219866316.8
2017-06-30 03:10:00,4165965414.4,4219840921.6
2017-06-30 03:15:00,4162778726.4,4214180249.6
2017-06-30 03:20:00,4168974336.0,4212512358.4
2017-06-30 03:25:00,4166341427.2,4214038528.0
2017-06-30 03:30:00,4169011200.0,4222125670.4
2017-06-30 03:35:00,4164918476.8,4215716249.6
2017-06-30 03:40:00,4166704332.8,4219088896.0
2017-06-30 03:45:00,4164086169.6,4218042777.6
2017-06-30 03:50:00,4156240691.2,4220938649.6
2017-06-30 03:55:00,4167889715.2,4213643673.6
2017-06-30 04:00:00,4168287027.2,4218311475.2
2017-06-30 04:05:00,4168228044.8,4217340723.2
2017-06-30 04:10:00,4159714099.2,4214177792.0
2017-06-30 04:15:00,4166367641.6,4215602380.8
2017-06-30 04:20:00,4167052492.8,4217653657.6
2017-06-30 04:25:00,4161454899.2,4210711756.8
2017-06-30 04:30:00,4291315302.4,4318099046.4
2017-06-30 04:35:00,4285675929.6,4319426969.6
2017-06-30 04:40:00,4292553113.6,4323728588.8
2017-06-30 04:45:00,4290999910.4,4316877619.2
2017-06-30 04:50:00,4289869414.4,4325600460.8
2017-06-30 04:55:00,4290709913.6,4321997619.2
2017-06-30 05:00:00,4292598988.8,4326136217.6
2017-06-30 05:05:00,4287985254.4,4322717696.0
2017-06-30 05:10:00,4290321612.8,4321470873.6
2017-06-30 05:15:00,4289854668.8,4323685990.4
2017-06-30 05:20:00,4290722201.6,4322516992.0
2017-06-30 05:25:00,4299536793.6,4323196928.0
2017-06-30 05:30:00,4289650688.0,4323908812.8
2017-06-30 05:35:00,4291535667.2,4318203904.0
2017-06-30 05:40:00,4285186867.2,4319781683.2
2017-06-30 05:45:00,4293443584.0,4319109120.0
2017-06-30 05:50:00,4296982528.0,4318845337.6
2017-06-30 05:55:00,4290907340.8,4329066496.0
2017-06-30 06:00:00,4286853120.0,4321534771.2
2017-06-30 06:05:00,4292756275.2,4319768576.0
2017-06-30 06:10:00,4294268518.4,4322125414.4
2017-06-30 06:15:00,4290919628.8,4320698368.0
2017-06-30 06:20:00,4288322764.8,4325457920.0
2017-06-30 06:25:00,4293543526.4,4324766515.2
2017-06-30 06:30:00,4299390156.8,4317436313.6
2017-06-30 06:35:00,4284518400.0,4319386009.6
2017-06-30 06:40:00,4290417459.2,4323099443.2
2017-06-30 06:45:00,4282613760.0,4326368051.2
2017-06-30 06:50:00,4292232806.4,4318983782.4
2017-06-30 06:55:00,4283994931.2,4321088307.2
2017-06-30 07:00:00,4290383052.8,4325702041.6
2017-06-30 07:05:00,4297957376.0,4321436467.2
2017-06-30 07:10:00,4287671500.8,4316499148.8
2017-06-30 07:15:00,4293296947.2,4315734835.2
2017-06-30 07:20:00,4293490278.4,4322462924.8
2017-06-30 07:25:00,4271748710.4,4322284339.2
2017-06-30 07:30:00,4294564249.6,4324286464.0
2017-06-30 07:35:00,4288904396.8,4318056448.0
2017-06-30 07:40:00,4284429926.4,4320603340.8
2017-06-30 07:45:00,4287579750.4,4324768972.8
2017-06-30 07:50:00,4295752089.6,4326862848.0
2017-06-30 07:55:00,4288952729.6,4328082636.8
2017-06-30 08:00:00,4290748416.0,4322533376.0
2017-06-30 08:05:00,4294849331.2,4324894310.4
2017-06-30 08:10:00,4288748748.8,4315372748.8
2017-06-30 08:15:00,4293086412.8,4327000473.6
2017-06-30 08:20:00,4298878976.0,4326794854.4
2017-06-30 08:25:00,4292381081.6,4322929868.8
2017-06-30 08:30:00,4283922841.6,4319650611.2
2017-06-30 08:35:00,4286569676.8,4323427123.2
2017-06-30 08:40:00,4288044236.8,4327682867.2
2017-06-30 08:45:00,4276939980.8,4321647820.8
2017-06-30 08:50:00,4291898572.8,4316091187.2
2017-06-30 08:55:00,4285674291.2,4322263040.0
2017-06-30 09:00:00,4294013747.2,4330879385.6
2017-06-30 09:05:00,4287507660.8,4309612953.6
2017-06-30 09:10:00,4299059200.0,4324890214.4
2017-06-30 09:15:00,4289699840.0,4321660108.8
2017-06-30 09:20:00,4289869414.4,4319395840.0
2017-06-30 09:25:00,4298659430.4,4317927833.6
2017-06-30 09:30:00,4291466854.4,4323074867.2
2017-06-30 09:35:00,4295447347.2,4324153753.6
2017-06-30 09:40:00,4289823539.2,4322897100.8
2017-06-30 09:45:00,4288926515.2,4320918732.8
2017-06-30 09:50:00,4293175705.6,4308058931.2
2017-06-30 09:55:00,4284603596.8,4318228480.0
2017-06-30 10:00:00,4293781094.4,4315418624.0
2017-06-30 10:05:00,4294862438.4,4327150387.2
2017-06-30 10:10:00,4290134016.0,4319458099.2
2017-06-30 10:15:00,4292331929.6,4329259827.2
2017-06-30 10:20:00,4295027097.6,4316857139.2
2017-06-30 10:25:00,4293816320.0,4322200780.8
2017-06-30 10:30:00,4301751910.4,4316736716.8
2017-06-30 10:35:00,4291264512.0,4328844492.8
2017-06-30 10:40:00,4294344704.0,4321832960.0
2017-06-30 10:45:00,4291065446.4,4323359129.6
2017-06-30 10:50:00,4294442188.8,4311959961.6
2017-06-30 10:55:00,4298365337.6,4318153932.8
2017-06-30 11:00:00,4295390003.2,4322168832.0
2017-06-30 11:05:00,4288846233.6,4319399936.0
2017-06-30 11:10:00,4290726297.6,4321011302.4
